,CIN,Name,Industry,Sector,Headquarters,Founded,Notes,link,Type,Industry.1,Founded.1,Headquarters.1,Key people,Services,Revenue,Operating income,Net income,Total assets,Total equity,Website,Number of employees,Traded as,Parent,Products,Area served,Founder,Owner,Subsidiaries,ISIN,Year,Revenue.1,CIN.1,Company Name,Company Status,RoC,Registration Number,Company Category,Company Sub Category,Class of Company,Date of Incorporation,Age of Company,Activity,Number of Members,Authorised Capital,Paid up capital,Date of Last Annual General Meeting,Date of Latest Balance Sheet,Description
10,U51909GJ1995PLC026934,Amul,Consumer goods,Food products,Anand,1946,Dairy,https://en.wikipedia.org/wiki/Amul,Cooperative society,"Food processing
FMCG",1946; 76 years ago,"Anand, Gujarat, India","Rupinder Singh Sodhi
(Managing Director)[1]",,₹386 billion (US$5.1 billion)[2] (2020),,,,,"amul.com
amuldairy.com","1,000 (Marketing Arm)
3.6 million (3.6 million) (Milk producing members)[2]",,,Dairy,Worldwide,Tribhuvandas Patel,"Gujarat Cooperative Milk Marketing Federation, Ministry of Cooperation, Government of Gujarat",,,,,U51909GJ1995PLC026934,AMUL HEALTH FOODS LIMITED,Strike Off,RoC-Ahmedabad,26934.0,Company limited by Shares,Non-govt company,Public,31 July 1995,"26 years, 8 month, 8 days",Other wholesale [Includes specialized wholesale not covered in any one of the previous categories and wholesale in a variety of goods without any particular specialization.],-,"₹100,000",₹0,,,"Amul Health Foods Limited is a Public incorporated on 31 July 1995. It is classified as Non-govt company and is registered at Registrar of Companies, Ahmedabad. Its authorized share capital is Rs. 100,000 and its paid up capital is Rs. 0. It is inolved in Other wholesale [Includes specialized wholesale not covered in any one of the previous categories and wholesale in a variety of goods without any particular specialization.]

Amul Health Foods Limited's Annual General Meeting (AGM) was last held on N/A and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on N/A.

Amul Health Foods Limited's Corporate Identification Number is (CIN) U51909GJ1995PLC026934 and its registration number is 26934.Its Email address is and its registered address is 147/6, J-TYPE, SECTOR-29,NR.JALARAM TEMPLE GANDHINAGAR 382 029. Gandhinagar GJ 000000 IN , - , .

Current status of Amul Health Foods Limited is - Strike Off.

"
11,L85110TN1979PLC008035,Apollo Hospitals,Health care,Health care providers,Chennai,1983,Hospital chain,https://en.wikipedia.org/wiki/Apollo_Hospitals,Public,Healthcare,1983; 39 years ago,"Chennai, Tamil Nadu, India","Prathap C. Reddy (Chairman)
Preetha Reddy (Executive Vice Chairperson)
Shobana Kamineni (Executive Vice Chairperson)
Suneeta Reddy (Managing Director)
Sangita Reddy (Joint Managing Director)[1]",,"₹11,273 crore (US$1.5 billion) (2020)[2]","₹1,192 crore (US$160 million) (2020)[2]",₹434 crore (US$57 million) (2020)[2],"₹11,338 crore (US$1.5 billion) (2020)[2]","₹3,266 crore (US$430 million) (2020)[2]",www.apollohospitals.com,"62,939 (2020)[2]","BSE: 508869
NSE: APOLLOHOSP",,"Hospitals, pharmacy, diagnostic centres, home care",,,,,INE437A01024,,,L85110TN1979PLC008035,APOLLO HOSPITALS ENTERPRISE LIMITED,Active,RoC-Chennai,8035.0,Company limited by Shares,Non-govt company,Public,05 December 1979,"42 years, 4 month, 3 days",Human health activities,-,"₹1,100,000,000","₹718,923,260",31 August 2021,31 March 2021,"Apollo Hospitals Enterprise Limited is a Public incorporated on 05 December 1979. It is classified as Non-govt company and is registered at Registrar of Companies, Chennai. Its authorized share capital is Rs. 1,100,000,000 and its paid up capital is Rs. 718,923,260. It is inolved in Human health activities

Apollo Hospitals Enterprise Limited's Annual General Meeting (AGM) was last held on 31 August 2021 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2021.

Directors of Apollo Hospitals Enterprise Limited are Rama Bijapurkar, Suneeta Reddy, Pudugramam Murali Doraiswamy, Bhaskara Mandavilli Nageswara Rao, Pratap Chandra Reddy, Shobana Kamineni, Sangita Reddy, Velagapudi Kavitha Dutt, Preetha Reddy, Vinayak Chatterjee, Som Mittal, .

Apollo Hospitals Enterprise Limited's Corporate Identification Number is (CIN) L85110TN1979PLC008035 and its registration number is 8035.Its Email address is LAKSHMINARAYANA_R@APOLLOHOSPITALS.COM and its registered address is 19 BISHOP GARDENS R A PURAM CHENNAI TN 600028 IN , - , .

Current status of Apollo Hospitals Enterprise Limited is - Active.

"
12,L25111KL1972PLC002449,Apollo Tyres,Consumer goods,Tires,Gurugram,1972,"Tyres, parts",https://en.wikipedia.org/wiki/Apollo_Tyres,Public,Tyres,1972; 50 years ago[1],"Gurugram, Haryana, India[2]","Onkar Kanwar (Chairman and MD)
Neeraj Kanwar (Vice Chairman & MD)",,"₹16,373.87 crore (US$2.1 billion) [3] (2020)",₹543.44 crore (US$71 million) [3] (2020),₹476.40 crore (US$63 million) [3] (2020),"₹23,249.99 crore (US$3.1 billion) [4] (2020)","₹9,930.01 crore (US$1.3 billion) [4] (2020)",apollotyres.com,"16,000","NSE: APOLLOTYRE
BSE: 500877",,,,,,,INE438A01022,,,L25111KL1972PLC002449,APOLLO TYRES LIMITED.,Active,RoC-Ernakulam,2449.0,Company limited by Shares,Non-govt company,Public,28 September 1972,"49 years, 6 month, 10 days",Manufacture of rubber products,-,"₹15,749,999,600","₹635,100,930",23 July 2021,31 March 2021,"Apollo Tyres Limited. is a Public incorporated on 28 September 1972. It is classified as Non-govt company and is registered at Registrar of Companies, Ernakulam. Its authorized share capital is Rs. 15,749,999,600 and its paid up capital is Rs. 635,100,930. It is inolved in Manufacture of rubber products

Apollo Tyres Limited.'s Annual General Meeting (AGM) was last held on 23 July 2021 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2021.

Directors of Apollo Tyres Limited. are Akshaykumar Narendrasinhji Chudasama, Pallavi Shardul Shroff, Vinod Rai, Sunam Sarkar, Vikram Singh Mehta, Onkar Kanwar, Neeraj Singh Kanwar, Francesco Gori, Satish Sharma, Francesco Crispino, Vishal Kashyap Mahadevia, .

Apollo Tyres Limited.'s Corporate Identification Number is (CIN) L25111KL1972PLC002449 and its registration number is 2449.Its Email address is seema.thapar@apollotyres.com and its registered address is Apollo Tyres Limited 3rd Floor, Areekal Mansion, Panampilly Nagar Kochi Ernakulam KL 682036 IN , - , .

Current status of Apollo Tyres Limited. is - Active.

"
13,L72900MH2000PLC123841,Aptech,Industrials,Business training & employment agencies,Mumbai,1986,Training,https://en.wikipedia.org/wiki/Aptech,Public company,"Non-formal vocational training
Online and computer-based examinations",1986,"Mumbai, India","Rakesh Jhunjhunwala (Chief Mentor),
C.Y. Pal (Vice-Chairman),
Anil Pant (MD & CEO)",,₹95.68 crore (US$13 million) (2021),,₹12.26 crore (US$1.6 million) (2021),₹221.31 crore (US$29 million) (2021),₹166.35 crore (US$22 million) (2021),aptech-worldwide.com,,BSE: 532475,,,,,,,,,,L72900MH2000PLC123841,APTECH LIMITED,Active,RoC-Mumbai,123841.0,Company limited by Shares,Non-govt company,Public,25 January 2000,"22 years, 2 month, 14 days",Other computer related activities [for example maintenance of websites of other firms/ creation of multimedia presentations for other firms etc.],-,"₹600,000,000","₹407,194,080",15 July 2020,31 March 2020,"Aptech Limited is a Public incorporated on 25 January 2000. It is classified as Non-govt company and is registered at Registrar of Companies, Mumbai. Its authorized share capital is Rs. 600,000,000 and its paid up capital is Rs. 407,194,080. It is inolved in Other computer related activities [for example maintenance of websites of other firms/ creation of multimedia presentations for other firms etc.]

Aptech Limited's Annual General Meeting (AGM) was last held on 15 July 2020 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2020.

Directors of Aptech Limited are Utpal Hemendra Sheth, Ronnie Adi Talati, Ramesh Shrichand Damani, Anil Pant, Nikhil Piyush Dalal, Rajiv Ambrish Agarwal, Vijay Aggarwal, Madhu Vadera Jayakumar, Ninad Bhalchandra Karpe, Anuj Kacker, .

Aptech Limited's Corporate Identification Number is (CIN) L72900MH2000PLC123841 and its registration number is 123841.Its Email address is cs@aptech.ac.in and its registered address is APTECH HOUSE, A 65, M.I.D.C, MAROL Andheri (East) Mumbai MH 400093 IN , - , .

Current status of Aptech Limited is - Active.

"
14,L36999HR1990PLC041175,Archies,Consumer services,Specialty retailers,New Delhi,1979,Greeting cards,https://en.wikipedia.org/wiki/Archies_(company),Public,Greeting cards,1979; 43 years ago,"New Delhi, India",,,₹77.88 crore (US$10 million) (2021)[1],"₹3.43 crore (US$450,000) (2021)","₹−2.39 crore (US$−310,000) (2021)",₹189.93 crore (US$25 million) (2021),₹107.58 crore (US$14 million) (2021),www.archiesonline.com,,"BSE: 532212
NSE: ARCHIES",,,Worldwide,Anil Moolchandani,,,INE731A01020,,,L36999HR1990PLC041175,ARCHIES LIMITED,Active,RoC-Delhi,41175.0,Company limited by Shares,Non-govt company,Public,22 May 1990,"31 years, 10 month, 17 days",Manufacturing n.e.c.,-,"₹150,000,000","₹67,560,000",25 September 2020,31 March 2020,"Archies Limited is a Public incorporated on 22 May 1990. It is classified as Non-govt company and is registered at Registrar of Companies, Delhi. Its authorized share capital is Rs. 150,000,000 and its paid up capital is Rs. 67,560,000. It is inolved in Manufacturing n.e.c.

Archies Limited's Annual General Meeting (AGM) was last held on 25 September 2020 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2020.

Directors of Archies Limited are Arun Singhal, Anil Moolchandani, Payal Jain, Varun Moolchandani, Jagdish Moolchandani, Kanav Dev Sharma, .

Archies Limited's Corporate Identification Number is (CIN) L36999HR1990PLC041175 and its registration number is 41175.Its Email address is cs@archiesonline.com and its registered address is Plot no 191 F, Sector-4, IMT Manesar Gurgaon HR 122050 IN , - , .

Current status of Archies Limited is - Active.

"
15,U74899DL1995PLC071064,Arise India,Consumer goods,Consumer electronics,Delhi,1995,Electrical goods,https://en.wikipedia.org/wiki/Arise_India,Private,Consumer Electronics,1995,"Delhi, India","Avinash Jain (Chairman)
Amit Jain(CEO)",,₹12.5 billion (US$160 million),,,,,AriseIndialtd.com,800,,,"LED TV, Home Appliances, Kitchen Appliances, Inverters & batteries, Pumps",India,,,,,,,U74899DL1995PLC071064,ARISE INDIA LIMITED,Under Liquidation,RoC-Delhi,71064.0,Company limited by Shares,Non-govt company,Public,24 July 1995,"26 years, 8 month, 15 days",OTHER BUSINESS ACTIVITIES,-,"₹200,000,000","₹104,683,168",30 September 2014,31 March 2015,"Arise India Limited is a Public incorporated on 24 July 1995. It is classified as Non-govt company and is registered at Registrar of Companies, Delhi. Its authorized share capital is Rs. 200,000,000 and its paid up capital is Rs. 104,683,168. It is inolved in OTHER BUSINESS ACTIVITIES

Arise India Limited's Annual General Meeting (AGM) was last held on 30 September 2014 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2015.

Directors of Arise India Limited are Virender Mishra, Avinash Kumar Jain, Rajnish, .

Arise India Limited's Corporate Identification Number is (CIN) U74899DL1995PLC071064 and its registration number is 71064.Its Email address is ariseindia1995@gmail.com and its registered address is office cabin no 2 B-38 MANGLAPURI JAIN CHOWK NEW DELHI NEW DELHI West Delhi DL 110045 IN , - , .

Current status of Arise India Limited is - Under Liquidation.

"
16,L17119GJ1931PLC000093,Arvind,Conglomerate,-,Ahmedabad,1931,"Clothing, engineering, real estate",https://en.wikipedia.org/wiki/Arvind_(company),"Public (NSE, BSE: 500101)",Conglomerate,1931,"Ahmedabad, India","Sanjay Lalbhai (Chairman and Managing Director), Punit Lalbhai (Executive Director), Kulin Lalbhai (Executive Director),",,"₹5,407.26 crore (US$710 million) (2016)[1]",,₹318.85 crore (US$42 million) (2016),,,www.arvind.com,"25,620[2]",,Arvind Lalbhai Group,"Denim, knits, woven, engineering, retail, telecom, advanced material, agribusiness, real estate, the Arvind Store",,,,,,,,L17119GJ1931PLC000093,ARVIND LIMITED,Active,RoC-Ahmedabad,93.0,Company limited by Shares,Non-govt company,Public,01 June 1931,"90 years, 10 month, 7 days","Spinning, weaving and finishing of textiles.",-,"₹6,744,999,900","₹2,605,858,300",18 August 2021,31 March 2021,"Arvind Limited is a Public incorporated on 01 June 1931. It is classified as Non-govt company and is registered at Registrar of Companies, Ahmedabad. Its authorized share capital is Rs. 6,744,999,900 and its paid up capital is Rs. 2,605,858,300. It is inolved in Spinning, weaving and finishing of textiles.

Arvind Limited's Annual General Meeting (AGM) was last held on 18 August 2021 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2021.

Directors of Arvind Limited are Bakul Harshadrai Dholakia, Sanjaybhai Shrenikbhai Lalbhai, Renuka Ramnath, Nilesh Dhirajlal Shah, Jayesh Kantilal Shah, Dileep Chinubhai Choksi, Arpit Kantilal Patel, Kulin Sanjay Lalbhai, Punit Sanjay Lalbhai, .

Arvind Limited's Corporate Identification Number is (CIN) L17119GJ1931PLC000093 and its registration number is 93.Its Email address is rv.bhimani@arvind.in and its registered address is NARODA ROAD AHMEDABAD GJ 380025 IN , - , .

Current status of Arvind Limited is - Active.

"
17,L34101TN1948PLC000105,Ashok Leyland,Industrials,Commercial vehicles & trucks,Chennai,1948,"Bus, trucks, defense vehicles",https://en.wikipedia.org/wiki/Ashok_Leyland,Public,Automotive,7 September 1948; 73 years ago,"Chennai, Tamil Nadu, India",,Vehicle financing,"₹22,059 crore (US$2.9 billion) (2020)[1]","₹2,537 crore (US$330 million) (2020)[1]",₹456 crore (US$60 million) (2020)[1],"₹38,126 crore (US$5.0 billion) (2020)[1]","₹7,469 crore (US$980 million) (2020)[1]",www.ashokleyland.com,"11,463 (2020)[1]","BSE: 500477
NSE: ASHOKLEY",Hinduja Group 51.54%,"Automobile
Commercial vehicles
Engines",Worldwide,,,"Albonair GmbH
Global TVS Bus Body Builders Limited
Optare
Hinduja Leyland Finance
Hinduja Tech
Lanka Ashok Leyland[2]",INE208A01029,,,L34101TN1948PLC000105,ASHOK LEYLAND LIMITED,Active,RoC-Chennai,105.0,Company limited by Shares,Non-govt company,Public,07 September 1948,"73 years, 7 month, 1 days",Manufacture of motor vehicles,-,"₹35,920,998,000","₹2,935,527,170",02 September 2020,31 March 2020,"Ashok Leyland Limited is a Public incorporated on 07 September 1948. It is classified as Non-govt company and is registered at Registrar of Companies, Chennai. Its authorized share capital is Rs. 35,920,998,000 and its paid up capital is Rs. 2,935,527,170. It is inolved in Manufacture of motor vehicles

Ashok Leyland Limited's Annual General Meeting (AGM) was last held on 02 September 2020 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2020.

Directors of Ashok Leyland Limited are Gopal Mahadevan, Manisha Girotra, Jose Maria Alapont, Andrew Charles Palmer, Sanjay Khatau Asher, Canakapalli Bhaktavatasala Rao, Saugata Gupta, Andreas Hubertus Biagosch, Dheeraj Gopichand Hinduja, Jean Brunol, .

Ashok Leyland Limited's Corporate Identification Number is (CIN) L34101TN1948PLC000105 and its registration number is 105.Its Email address is ramanathan.n5@ashokleyland.com and its registered address is No. 1, Sardar Patel Road Guindy Chennai TN 600032 IN , - , .

Current status of Ashok Leyland Limited is - Active.

"
18,U11201GJ2002PLC041192,Asia MotorWorks,Industrials,Commercial vehicles & trucks,Mumbai,2002,Trucks,https://en.wikipedia.org/wiki/Asia_MotorWorks,Private,Automotive and auto-components,2002; 20 years ago,"Mumbai, Maharashtra, India[1]",Anirudh Bhuwalka (MD & CEO),,₹10 billion (US$130 million)[2],,,,,www.amwmotors.com,,,,"Commercial Vehicles
Auto Components
Road Safety Solutions
Forgings",,Anirudh Bhuwalka,,,,,,U11201GJ2002PLC041192,ASIA MOTORWORKS LIMITED,Active,RoC-Ahmedabad,41192.0,Company limited by Shares,Non-govt company,Public,27 August 2002,"19 years, 7 month, 12 days","Service activities incidental to oil and gas extraction excluding surveying [ This class includes oil and gas field service activities provided on a fee or contract basis, including: directional drilling; ?spudding in?; derrick building; repairing and dismantling; cementing oil and gas well casings; pumping wells; and other service activities. Oil and gas field exploration and geo-physical, geological and seismic surveying are classified in class 7421(Architectural and engineering activities and related technical consultancy)]",-,"₹50,000,000","₹11,610,910",31 December 2020,31 March 2020,"Asia Motorworks Limited is a Public incorporated on 27 August 2002. It is classified as Non-govt company and is registered at Registrar of Companies, Ahmedabad. Its authorized share capital is Rs. 50,000,000 and its paid up capital is Rs. 11,610,910. It is inolved in Service activities incidental to oil and gas extraction excluding surveying [ This class includes oil and gas field service activities provided on a fee or contract basis, including: directional drilling; ?spudding in?; derrick building; repairing and dismantling; cementing oil and gas well casings; pumping wells; and other service activities. Oil and gas field exploration and geo-physical, geological and seismic surveying are classified in class 7421(Architectural and engineering activities and related technical consultancy)]

Asia Motorworks Limited's Annual General Meeting (AGM) was last held on 31 December 2020 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2020.

Directors of Asia Motorworks Limited are Sachin Govind Khanolkar, Mayur Nagindas Doshi, Babubhai Kanjibhai Shrimali, .

Asia Motorworks Limited's Corporate Identification Number is (CIN) U11201GJ2002PLC041192 and its registration number is 41192.Its Email address is cs_legal@amwasia.com and its registered address is AMW BHUJ-BHACHAU ROAD BHUJ GJ 370020 IN , - , .

Current status of Asia Motorworks Limited is - Active.

"
19,L24220MH1945PLC004598,Asian Paints Ltd,Basic materials,Paints and coatings,Mumbai,1942,Paints,https://en.wikipedia.org/wiki/Asian_Paints_Ltd,Public,Chemicals,1 February 1942; 80 years ago,"Mumbai, Maharashtra, India","Ashwin Dani (Chairman)
Manish Choksi (Vice Chairman)
Amit Syngle (CEO)
Abhay Vakil (Non Executive Director)",,"₹22,016 crore (US$2.9 billion) (2021)[2]","₹4,860 crore (US$640 million) (2021)[2]","₹3,207 crore (US$420 million) (2021)[2]","₹20,370 crore (US$2.7 billion) (2021)[2]","₹12,806 crore (US$1.7 billion) (2021)[2]",asianpaints.com,"7,160 (2021)[2]","BSE: 500820
NSE: ASIANPAINT
BSE SENSEX Constituent
NSE NIFTY 50 Constituent",,"Chemicals
Decorative paints
Industrial finishing products
Coatings",Worldwide,,,,INE021A01026,,,L24220MH1945PLC004598,ASIAN PAINTS LIMITED,Active,RoC-Mumbai,4598.0,Company limited by Shares,Non-govt company,Public,24 October 1945,"76 years, 5 month, 15 days",Manufacture of other chemical products,-,"₹1,000,000,000","₹959,197,760",29 June 2021,31 March 2021,"Asian Paints Limited is a Public incorporated on 24 October 1945. It is classified as Non-govt company and is registered at Registrar of Companies, Mumbai. Its authorized share capital is Rs. 1,000,000,000 and its paid up capital is Rs. 959,197,760. It is inolved in Manufacture of other chemical products

Asian Paints Limited's Annual General Meeting (AGM) was last held on 29 June 2021 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2021.

Directors of Asian Paints Limited are Deepak Madhav Satwalekar, Pallavi Shardul Shroff, Manish Mahendra Choksi, Milind Shripad Sarwate, Malav Ashwin Dani, Mahendrakumar Sharma, Ashwin Suryakant Dani, Amrita Amar Vakil, Amit Syngle, Suresh Narayanan, Seshasayee Ramaswami, Vibha Paul Rishi, Jigish Shailesh Choksi, .

Asian Paints Limited's Corporate Identification Number is (CIN) L24220MH1945PLC004598 and its registration number is 4598.Its Email address is investor.relations@asianpaints.com and its registered address is 6ASHANTI NAGAR SANTACRUZ E MUMBAI MH 400055 IN , - , .

Current status of Asian Paints Limited is - Active.

"
20,L65110GJ1993PLC020769,Axis Bank,Financials,Banks,Ahmedabad,1993,Private sector bank,https://en.wikipedia.org/wiki/Axis_Bank,Public,Financial services,3 December 1993; 28 years ago as UTI Bank,"Mumbai, Maharashtra, India[1]","Amitabh Chaudhry
(MD & CEO)
Shri Rakesh Makhija
(Chairperson)",,"₹80,847 crore (US$11 billion)[2] (2021)","₹26,746 crore (US$3.5 billion)[2] (2021)","₹7,252 crore (US$950 million)[2] (2021)","₹1,010,325 crore (US$130 billion)[2] (2021)","₹102,980 crore (US$14 billion)[2] (2021)",www.axisbank.com,"78,300[2] (2021)","BSE: 532215
LSE: AXBC
NSE: AXISBANK
BSE SENSEX Constituent
NSE NIFTY 50 Constituent",,"Banking, commodities, credit cards, equities trading, investment management, mortgage loans, mutual funds, private equity, risk management, wealth management, asset management",,,"Life Insurance Corporation (9.19%)
Specified Undertaking of Unit Trust of India (SUUTI) (4.68%)
General Insurance Corporation of India (1.15%)
The New India Assurance Company Limited (0.74%)","Axis Asset Management Company Ltd.
Axis Mutual Fund Trustee Ltd.
Axis Capital Ltd.
Axis Finance Ltd.
Axis Securities Ltd.
A.TREDS Ltd.
Axis Bank UK Ltd.
Axis Trustee Services Ltd.
Freecharge
Accelyst Solutions Private Ltd.
Axis Private Equity Ltd.[3]",INE238A01034,,,L65110GJ1993PLC020769,AXIS BANK LIMITED,Active,RoC-Ahmedabad,20769.0,Company limited by Shares,Non-govt company,Public,03 December 1993,"28 years, 4 month, 5 days",Monetary Intermediation [This group includes the obtaining of funds in the form of deposits],-,"₹8,499,999,700","₹6,137,973,800",30 July 2021,31 March 2021,"Axis Bank Limited is a Public incorporated on 03 December 1993. It is classified as Non-govt company and is registered at Registrar of Companies, Ahmedabad. Its authorized share capital is Rs. 8,499,999,700 and its paid up capital is Rs. 6,137,973,800. It is inolved in Monetary Intermediation [This group includes the obtaining of funds in the form of deposits]

Axis Bank Limited's Annual General Meeting (AGM) was last held on 30 July 2021 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2021.

Directors of Axis Bank Limited are Meena Ganesh, Ketaki Sanat Bhagwati, Ashish Arvind Kotecha, Padmanabhan Gopalaraman, .

Axis Bank Limited's Corporate Identification Number is (CIN) L65110GJ1993PLC020769 and its registration number is 20769.Its Email address is shareholders@axisbank.com and its registered address is TRISHUL 3RD FLOOR OPP SAMARTHESHWAR TEMPLE LAW GARDEN ELLISBRIDGE AHMEDABAD GJ 380006 IN , - , .

Current status of Axis Bank Limited is - Active.

"
21,L65993PN2007PLC130076,Bajaj Auto,Consumer goods,Automobiles,Pune,1945,"Motorcycles, part of Bajaj Group",https://en.wikipedia.org/wiki/Bajaj_Auto,Public,Automotive,29 November 1945; 76 years ago,"Pune, Maharashtra, India",Niraj Bajaj (Chairman) Rajiv Bajaj (MD),,"₹29,919 crore (US$3.9 billion) (FY2020)[1]","₹5,253 crore (US$690 million) (FY2020)[1]","₹5,100 crore (US$670 million) (FY2020)[1]","₹26,510 crore (US$3.5 billion) (FY2020)[1]","₹21,662 crore (US$2.8 billion) (FY2020)[1]","bajajauto.com
globalbajaj.com","10,000 (2019)[1]","BSE: 532977
NSE: BAJAJ-AUTO
BSE SENSEX Constituent
NSE NIFTY 50 Constituent",Bajaj Group,Motorcycles and three-wheeler vehicles,,Jamnalal Bajaj,,,INE917I01010,,,L65993PN2007PLC130076,BAJAJ AUTO LIMITED.,Active,RoC-Pune,130076.0,Company limited by Shares,Non-govt company,Public,30 April 2007,"14 years, 11 month, 8 days",Other financial intermediation. [This group includes financial intermediation other than that conducted by monetary institutions.],-,"₹3,000,000,000","₹2,893,670,140",22 July 2021,31 March 2021,"Bajaj Auto Limited. is a Public incorporated on 30 April 2007. It is classified as Non-govt company and is registered at Registrar of Companies, Pune. Its authorized share capital is Rs. 3,000,000,000 and its paid up capital is Rs. 2,893,670,140. It is inolved in Other financial intermediation. [This group includes financial intermediation other than that conducted by monetary institutions.]

Bajaj Auto Limited.'s Annual General Meeting (AGM) was last held on 22 July 2021 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2021.

Directors of Bajaj Auto Limited. are Anami Narayan Prema Roy, Naushad Darius Forbes, Abhinav Bindra, Sanjivnayan Rahulkumar Bajaj, Gita Piramal, Niraj Ramkrishna Bajaj, Pradip Panalal Shah, Lila Firoz Poonawalla, Madhur Bajaj, Rajivnayan Rahulkumar Bajaj, Balaji Rao Jagannathrao Doveton, Shekhar Bajaj, Pradeep Shrivastava, Rakesh Sharma, .

Bajaj Auto Limited.'s Corporate Identification Number is (CIN) L65993PN2007PLC130076 and its registration number is 130076.Its Email address is jsridhar@bajajauto.co.in and its registered address is Bajaj Auto Limited Complex Mumbai - Pune Road, Akurdi Pune MH 411035 IN , - , .

Current status of Bajaj Auto Limited. is - Active.

"
22,L99999MH1994PLC082802,Balaji Telefilms,Consumer services,Broadcasting & entertainment,Mumbai,1994,Film production,https://en.wikipedia.org/wiki/Balaji_Telefilms,Public,Television,11-Nov-94,"Mumbai, Maharashtra, India","Shobha Kapoor (MD)
Ekta Kapoor (Joint MD)",,₹582.68 crore (US$76 million) (2020)[1],₹576.62 crore (US$76 million) (2020)[1],₹−57.86 crore (US$−7.6 million) (2020) (PAT)[1],"₹1,213 crore (US$160 million) (2020)[1]",,Balaji Telefilms,,"BSE: 532382
NSE: BALAJITELE",,"Television series
Movie production
Web series",India,Jeetendra,,"Balaji Motion Pictures
Cult Movies
ALT Entertainment
ALT Digital Media Entertainment Limited
BOLT Media Limited
Chayabani Balaji Entertainment Privated Limited
Marinating Films Privated Limited
Event Media LLP
BRAND EK
Balaji Telefilms Limited",,,,L99999MH1994PLC082802,BALAJI TELEFILMS LIMITED,Active,RoC-Mumbai,82802.0,Company limited by Shares,Non-govt company,Public,10 November 1994,"27 years, 4 month, 28 days",EXTRA TERRITORIAL ORGANIZATIONS AND BODIES,9645,"₹360,000,000","₹202,260,880",31 August 2021,31 March 2021,"Balaji Telefilms Limited is a Public incorporated on 10 November 1994. It is classified as Non-govt company and is registered at Registrar of Companies, Mumbai. Its authorized share capital is Rs. 360,000,000 and its paid up capital is Rs. 202,260,880. It is inolved in EXTRA TERRITORIAL ORGANIZATIONS AND BODIES

Balaji Telefilms Limited's Annual General Meeting (AGM) was last held on 31 August 2021 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2021.

Directors of Balaji Telefilms Limited are Ramesh Gopal Sippy, Pradeep Kumar Sarda, Arun Kumar Purwar, Archana Niranjan Hingorani, Anshuman Thakur, Duraiswamy Gunaseela Rajan, Ekta Kapoor Ravi, Shobha Ravi Kapoor, Jyoti Deshpande, Jeetendra Amarnath Kapoor, Devender Kumar Vasal, Jason Ashok Kothari, .

Balaji Telefilms Limited's Corporate Identification Number is (CIN) L99999MH1994PLC082802 and its registration number is 82802.Its Email address is sanjay.dwivedi@balajitelefilms.com and its registered address is C-13 BALAJI HOUSE, DALIA INDUSTRIAL ESTATE, OPP. LAXMI INDL. ESTATE, NEW LINK ROAD, ANDHERI-WEST MUMBAI MH 400053 IN , - , .

Current status of Balaji Telefilms Limited is - Active.

"
